word,related fact 
shot,"A team rebound is never credited to any player, and is generally considered to be a formality as according to the rules of basketball, every missed shot must be rebounded whether a single player controls the ball or not."
shot,Lawrence Whitney won bronze at the 1912 Summer Olympics in men's shot put.
shot,"This placement forced the players to score goals by throwing a soft, lobbing shot like that which had proven effective in his old favorite game duck on a rock."
shot,"Prior to the 2015–16 season, NCAA men's basketball used a 35-second shot clock, while NCAA women's basketball was played with the same 20-minute halves as the men's game."
shot,"It is also illegal under NBA and Men's NCAA basketball to block a shot after it has touched the backboard, or when any part of the ball is directly above the rim."
shot,Hundreds of major films have been shot partially or wholly in Pittsburgh.
shot,"In Game 7, Carter missed a potential game-winning shot with 2.0 seconds remaining."
shot,"On 15 January 1892, James Naismith published his rules for the game of ""Basket Ball"" that he invented:[1] The original game played under these rules was quite different from the one played today as there was no dribbling, dunking, three-pointers, or shot clock, and goal tending was legal."
shot,"For example, pieces of shot may be placed between the wood pieces to produce indentations when the pieces are clamped together; after the clamp is released, the indentations indicate the center points for drilling."
shot,"Another shot that is less common than the layup, is the ""circus shot""."
shot,"Baron Davis holds the NBA record for the longest successful field goal with an 89-foot shot on February 17, 2001."
shot,"Originally, a missed shot where the shot clock expired while the ball is in the air constituted a violation."
shot,"A back-shot is a shot taken when the player is facing away from the basket, and may be shot with the dominant hand, or both; but there is a very low chance that the shot will be successful."
shot,The two most common shots that use the above described setup are the set shot and the jump shot.
shot,"After the 1946 edition saw the first jump shot performed by Italian player Giuseppe Stefanini, the following edition would see the Soviet Union compete in their first edition in the 1947 edition and would see the Soviets win the first of eleven out of the next thirteen European championships."
shot,Rebounds are also given to a player who tips in a missed shot on his team's offensive end.
shot,"In spring 1915, the campaign saw the first use of anti-aircraft warfare after an Austrian plane was shot down with ground-to-air fire, as well as the first medical evacuation by the Serbian army in autumn 1915."
shot,"On offense, players may use a variety of shots – the layup, the jump shot, or a dunk; on defense, they may steal the ball from a dribbler, intercept passes, or block shots; either offense or defense may collect a rebound, that is, a missed shot that bounces from rim or backboard."
shot,"The most crowd-pleasing and typically highest-percentage accuracy shot is the slam dunk, in which the player jumps very high and throws the ball downward, through the basket while touching it."
shot,"The penalty, after a warning, was a technical foul charged to the offending team and one shot for the offense, except that if the first violation occurred within 24 seconds of the end of a period, the technical was assessed without warning."
shot,Under international rules it is illegal to block a shot that is in the downward path of its arc or one that has touched the backboard until the ball has hit the rim.
shot,"The table officials are responsible for keeping track of each team's scoring, timekeeping, individual and team fouls, player substitutions, team possession arrow, and the shot clock."
shot,"A player with the ability to block shots can be a positive asset to a team's defense, as they can make it difficult for opposing players to shoot near the basket and, when keeping the basketball in play, as opposed to swatting it out of bounds, a blocked shot can lead to a fast break, a skill Bill Russell was notable for."
shot,The shot clock is reset to 14 seconds if it read less than such at the time of the foul.
shot,"No free throws are shot at either level for a player control foul, which is an offensive foul (usually a charge)."
shot,"A slam dunk, also simply known as dunk, is a type of basketball shot that is performed when a player jumps in the air, controls the ball above the horizontal plane of the rim, and scores by shoving the ball directly through the basket with one or both hands."
shot,"A study was carried out in 2015 to show the effectiveness of different shot types, including slam dunks."
shot,"There are limits imposed on the time taken before progressing the ball past halfway (8 seconds in FIBA and the NBA; 10 seconds in NCAA and high school for both sexes), before attempting a shot (24 seconds in FIBA, the NBA, and U Sports (Canadian universities) play for both sexes, and 30 seconds in NCAA play for both sexes), holding the ball while closely guarded (5 seconds), and remaining in the restricted area known as the free-throw lane, (or the ""key"") (3 seconds)."
shot,"He boasted in his autobiography: When I left the Presidency I finished seven and a half years of administration, during which not one shot had been fired against a foreign foe."
shot,"Former Georgetown center Alonzo Mourning, also drafted in 1992, established himself as a premier big man with the Charlotte Hornets and, later, the Miami Heat, winning two Defensive Player of the Year Awards thanks to his prolific shot blocking while also proving a reliable scoring threat."
shot,"This shot requires the player to be in motion toward the basket, and to ""lay"" the ball ""up"" and into the basket, typically off the backboard (the backboard-free, underhand version is called a finger roll)."
shot,A one-point shot can be earned when shooting from the foul line after a foul is made.
shot,"He shot 10-of-12 from the field in 30 minutes off the bench,[109] with his 83 percent shooting marking the second highest percentage of his career."
shot,"The book contained drawings of individual and combined ship maneuvers, charts depicting the differences in iron throw weights of cannon shot between rival forces, and analyses of the differences and similarities between British and American leadership down to the ship-to-ship level."
shot,"This fast-paced offense was perfect for his team, especially after the league shortened the shot clock from 30 seconds to 24 seconds in 2006."
shot,"The forward then has a free throw but must pass the ball off to another offensive player, rather than making a shot at the goal."
shot,"Other people that Christgau credits with the jump shot are Glen ""Glenn"" Roberts, Myer ""Whitey"" Skoog, John ""Mouse"" Gonzales, Bud Palmer, Davage ""Dave"" Minor, “Jumping” Joe Fulks, Johnny Adams, and Belus Smawley."
shot,"Defensively, he is an above-average shot blocker with a career average of 1.7 blocks per game."
shot,"The circus shot is a low-percentage shot that is flipped, heaved, scooped, or flung toward the hoop while the shooter is off-balance, airborne, falling down, and/or facing away from the basket."
shot,"Then in 1954, the 24-second shot clock was introduced."
shot,"The German invaders treated any resistance—such as sabotaging rail lines—as illegal and immoral, and shot the offenders and burned buildings in retaliation."
shot,"A rebound is credited to a team when it gains possession of the ball after any missed shot that is not cleared by a single player (e.g., deflected out of bounds after the shot, blocked out of bounds, bounced directly off the rim out of bounds)."
shot,"They were either shot dead, bayoneted to death or hanged."
shot,"The game ended at 1–0; the shot was made from 25 feet (7.6 m), on a court just half the size of a present-day Streetball or National Basketball Association (NBA) court."
shot,He averaged just 10.5 points and shot 37.6% from the field during the first 22 games of the season due to increased responsibilities and pressure to be the team's lone scoring punch off of the bench.
shot,"The NCAA shot clock gives teams of both sexes 30 seconds to shoot, while the shot clock used in both the NBA and WNBA gives teams 24 seconds."
shot,Carter visited with the Duquesne University men's basketball team in Pittsburgh as a show of support after five of its players were shot in September 2006.
shot,"An eleven-time All Star, Ewing was one of the best shooting centers in NBA history, possessing a baseline jump-shot, as well as being a formidable shot blocker and rebounder."
shot,"Rebounds in basketball are a routine part in the game; if a shot is successfully made possession of the ball will change, otherwise the rebound allows the defensive team to take possession."
shot,"In basketball, a block or blocked shot occurs when a defensive player legally deflects a field goal attempt from an offensive player to prevent a score."
shot,"At halftime and following the game, actors took to the court to shoot footage of the state championship scenes, including the game-winning shot by Hickory."
shot,"Upon the first dead ball (time-out, foul, violation) with 4 minutes or less remaining in the fourth period, the game clock is turned off (though the shot clock remains active)."
shot,"This shot would later come to be known as ""Mario's Miracle"" in a nod to 1988 championship nickname ""Danny and the Miracles""."
shot,"Roosevelt's youngest son, Quentin, a pilot with the American forces in France, was killed when shot down behind German lines on July 14, 1918, at the age of 20."
shot,In November 2021 a University graduate was robbed and fatally shot on a sidewalk in a residential area in Hyde Park near campus;[99][100] a total of three University of Chicago students were killed by gunfire incidents in 2021.
shot,"In basketball (and derivatives like netball), a player may attempt to score a basket by leaping straight into the air, the elbow of the shooting hand cocked, ball in hand above the head, and lancing the ball in a high arc towards the basket for a jump shot (colloquially, a jumper)."
shot,"In recent years, players such as Stephen Curry have increased the prevalence of the three-point shot in the professional game."
shot,"The use of video evidence to inform referee's decisions has always been banned, except in the case of determining whether or not the last shot of a period was attempted before time expired."
shot,"Down three points, the opposing team's obvious strategy would be to attempt a three-pointer to try to send the game into overtime; however, the leading team may attempt to foul the trailing team before a shot is attempted, as this would lead to only two free throws which is not enough to tie the game."
shot,"To encourage shooting and discourage stalling, the league introduced the 24-second shot clock in 1954."
shot,"However, a good jump shot and the ability to score off a drive to the basket are still valuable skills."
shot,"While the concept of the 'stretch five' would not come until the new millennium, players such as Bill Laimbeer and Jack Sikma developed a reliable outside shot later in their career, hitting around the 30% mark."
shot,"If a player takes a shot and misses and the ball bounces on the ground before someone picks it up, then the person who picks up the ball is credited for a rebound."
bribed,"Alternatively, players on the team picked to lose may be bribed to lose by more points than the indicated point spread, and gamblers will wager on their opponents, the favorites, to cover the spread."
bribed,The gambler then wagers against the bribed team.
bribed,"In exchange for a bribe, the player or players agree to ensure that their team will not ""cover the point spread"" (the bribed player's team may still win but not by as big a margin as that predicted by bookmakers)."
bribed,"In 1949, some Kentucky players were bribed by gamblers to lose their first round game in the NIT."
heart,"The 2012 ""Shape Of The Nation Report"" by the National Association for Sport and Physical Education (part of SHAPE America) and the American Heart Association found that while nearly 75% of states require physical education in elementary through high school, over half of the states permit students to substitute other activities for their required physical education credit, or otherwise fail to mandate a specific amount of instructional time."
heart,"A total of 300 draft resisters from eight WRA camps, including an additional 22 from Heart Mountain sentenced in a subsequent trial, were arrested for this charge, and most served time in federal prison."
heart,"Beginning in January 1945, internees began to leave Heart Mountain for the West Coast, provided by administrators with $25 and a one-way train ticket to the location they had been picked up from three years earlier."
heart,"(At the same time, 649 Japanese American men[5] — volunteers and draftees — joined the American military from Heart Mountain."
heart,"The Foundation hosts an annual pilgrimage at Heart Mountain, the first of which coincided with the Interpretive Center's 2011 opening."
heart,"Although Heart Mountain is remembered primarily for its organized resistance to the draft, approximately 650 Nisei[5] joined the U.S. Army from this camp, either volunteering or accepting their conscription into the legendary 100th Infantry Battalion,[19] the famed 442nd RCT[20] and MIS."
heart,"The Mississippi–Missouri River, the world's fourth longest river system, runs mainly north–south through the heart of the country."
heart,"In 1937 during the Great Depression, the BOR used private contractors and Civilian Conservation Corps laborers to begin construction on the Shoshone Canyon Conduit and the Heart Mountain Canal, as one of a number of governmental infrastructure projects."
heart,"The first inmates arrived in Heart Mountain on August 12, 1942: 6,448 from Los Angeles County; 2,572 from Santa Clara County; 678 from San Francisco; and 843 from Yakima County in Washington."
heart,"Point guards are looked upon as the ""floor general"" or the ""coach on the floor, and the heart of the team."""
heart,"The last trainload of former inmates left Heart Mountain on November 10, 1945."
heart,"(Caucasian nurses in the Heart Mountain hospital, for example, were paid $150/month compared to the $19/month given Japanese-American doctors)[12][13] Additionally, some inmates worked on the unfinished Heart Mountain Canal for the Bureau of Reclamation, or did agricultural work outside the camp."
heart,"[citation needed] The Foundation runs the Heart Mountain Interpretive Center, opened in 2011, located at 1539 Road 19, Powell."
heart,"[citation needed] The remaining 50 acres (20.2 ha) were purchased by the Heart Mountain Wyoming Foundation, a nonprofit organization established in 1996 to memorialize the center's internees and to interpret the site's historical significance."
heart,Heart Mountain's thirteen scout troops and two Cub Scout packs were the most of any of the ten camps.
heart,"The Heart Mountain Wyoming Foundation gained National Historic Landmark status for the site in 2007 and on August 20, 2011, opened the Heart Mountain Interpretive Center."
heart,"Its sports team, including its football team, The Heart Mountain Eagles, eventually competed against other local high school teams."
heart,"On March 25, 1944, twelve Heart Mountain resisters who had not reported for their draft physicals were arrested by U.S."
heart,"The Heart Mountain Irrigation Project continued after the war, and much of the camp's surrounding acreage was tilled for irrigation agriculture."
heart,"This was the second year of overall decline, and the chief causes listed were the COVID-19 pandemic, accidents, drug overdoses, heart and liver disease, and suicides."
heart,"The legend of the ""stab in the back"" and the wish to revise the ""Versailles diktat"", and the belief in an international threat aimed at the elimination of the German nation persisted at the heart of German politics."
heart,"The land that would become the Heart Mountain War Relocation Center was originally part of the Shoshone Project, an irrigation project under the auspices of the Bureau of Reclamation."
heart,"The ""crosstown"" is Interstate 579 allowing access to the heart of downtown, the Liberty Tunnels and the PPG Paints Arena."
heart,"On January 4, the Wildcats lost a heart breaker to archrival Louisville 74–71 after a 25 ft. shot by Edgar Sosa with 2.3 seconds remaining in the game."
heart,"In November 1899, Vice President Garret Hobart died of heart failure, leaving an open spot on the 1900 Republican national ticket."
heart,"On June 1, 1942, the Bureau of Reclamation transferred 46,000 acres (18,615.5 ha) of the Heart Mountain Irrigation Project and several CCC buildings to the War Relocation Authority, the branch of the Western Defense Command responsible for administration of the incarceration program."
heart,"Many of the buildings on the East Bank were designed by the prolific Minnesota architect Clarence H. Johnston, including the Jacobean Folwell Hall and the Beaux-Arts edifices of Northrop Auditorium and Walter Library, which he considered the heart of the university."
heart,"Heart Mountain was chosen because it was remote yet convenient, isolated from the nearest towns but close to fresh water and adjacent to a railroad spur and depot where Japanese Americans, as well as food and supplies, could be off-loaded."
heart,"In recognition of his commitment to solidarity endeavors, he received the Corazón de Oro (Gold Heart) in 2004, awarded by the Spanish Heart Foundation,[139] and the 2010 Charitable Athlete Prize, given by the Fundación SOS."
heart,"While the Poston concentration camp in Arizona had the highest number of resisters of any camp, at 106, Heart Mountain's 85 resisters from a much smaller population gave it the highest overall rate of draft resistance."
heart,"However, even with the earlier group of resettlers, only 2,000 had left by June 1945, and the 7,000 still remaining within Heart Mountain for the most part represented those who were too young or too old to easily relocate."
heart,"Joe Hayashi and James K. Okubo posthumously received the Medal of Honor for valor in battle, making Heart Mountain the only one of the ten WRA camps to have more than one Medal of Honor recipient."
heart,Heart Mountain is best known[citation needed] for many of its younger residents challenging the controversial draft of Nisei males from camp in order to highlight the loss of their rights through the incarceration.
heart,"During the altercation, Principal Summers, acting as assistant coach, suffers a mild heart attack."
heart,"In July 1944, in the largest mass trial in Wyoming history, sixty-three Heart Mountain inmates were prosecuted after refusing to show up for their induction and convicted of felony draft evasion."
heart,"Heart Mountain had the highest rate of draft resistance of all ten camps, with 85 young men and seven Fair Play Committee leaders ultimately sentenced and imprisoned for Selective Service Act violations."
heart,"After Heart Mountain closed, most of the land, barracks and agricultural equipment were sold to farmers and former servicemen, who established homesteads on and around the camp site."
heart,"The Heart Mountain War Relocation Center, named after nearby Heart Mountain and located midway between the northwest Wyoming towns of Cody and Powell, was one of ten concentration camps used for the internment of Japanese Americans evicted during World War II from their local communities (including their homes, businesses, and college residencies) in the West Coast Exclusion Zone by the executive order of President Franklin Roosevelt (after the bombing of Pearl Harbor in December 1941, upon the recommendation of Lieutenant General John L. DeWitt)."
heart,An emotional Carter used his warm-up shirt to wipe tears running down his face as he pointed to his heart and waved to the fans in appreciation.
heart,"Since the end of World War II, there has been debate over the terminology used to refer to Heart Mountain and the other camps in which Japanese Americans were incarcerated by the United States Government during the war."
heart,"Remnants of the hospital complex (including foundations and 3 buildings), a Heart Mountain High School storage shed, a root cellar, the Honor Roll World War II Memorial and a portion of a remodeled barrack are the only buildings still standing today."
heart,"Typically, these centers were hastily converted large public spaces, such as fairgrounds and horse racing tracks, while construction on Heart Mountain and the other more permanent ""relocation centers"" were completed."
heart,"Leadership positions in Heart Mountain were occupied by European-American administrators, although Nisei block managers and Issei councilmen were elected by the inmate population and participated, in a limited capacity, in administration of the camp."
heart,"The Heart Mountain Wyoming Foundation, established in 1996, has worked to preserve and memorialize the site and events, educate the general public about the Japanese American incarceration, and support research about the incarceration so that future generations can understand the lessons of the Japanese American incarceration experience."
heart,"Historically prairie, it is now mainly agricultural and known as the Heart of Illinois."
heart,"Soon after, Kiyoshi Okamoto organized the Heart Mountain Fair Play Committee to protest the infringement of Nisei citizen rights, and Frank Emi, Paul Nakadate and others began posting fliers around camp encouraging others not to respond to the questions."
heart,"I have friends there and my heart is still there because that's where it all started."""
heart,"The corridors both led to an administrative heart at the centre, with gates topped by iron spikes to separate girls and boys."
heart,"While exact figures are still debated, only 27 men were actually executed, with another 3,000 sentenced to periods of imprisonment; however, the psychological effects were long-lasting, one veteran commenting ""Pétain has purified the unhealthy atmosphere...but they have ruined the heart of the French soldier""."
heart,"The Heart Mountain Fair Play Committee, led by Frank Emi and several others, was particularly active in this resistance, encouraging internees to refuse U.S. military induction until they and their families were released from camp and their civil rights were restored."
heart,"When draft orders began arriving in Heart Mountain, Emi, Okamoto and the other leaders of the Fair Play Committee held public meetings to discuss the unconstitutionality of the incarceration and encourage other inmates to refuse military service until their freedom was restored."
heart,The site of the Heart Mountain War Relocation Center is considered[by whom?]
heart,"UPMC has pioneered several world firsts including the first known cystic fibrosis heart-lung transplant (1983), the world's first simultaneous liver and heart transplant operation on a child (6-year-old Stormie Jones in 1984), the youngest heart-lung transplant (9 years old in 1985), the world's first heart-liver-kidney transplant (1989), the world's first heart-liver transplant on an infant (1997),[228] the first pediatric heart-double lung-liver transplant (1998), the nation's first double hand transplant (2009), and the first total forearm and hand transplant (2010), as well as the state's first heart transplant (1968)."
heart,Educators may also use technology such as pedometers and heart rate monitors to make step and heart rate goals for students.
heart,"The Heart Mountain Wyoming Foundation is overseen by a 16-member Board of Directors and is led by the Chair, Shirley Ann Higuchi, a descendant of former internees."
heart,"Senator Alan K. Simpson, who met as Boy Scouts on opposite sides of the barbed wire fence surrounding the Heart Mountain compound, act as Honorary Advisors to the Foundation."
heart,"This wooden tribute stood for five decades, until the Heart Mountain Wyoming Foundation removed the deteriorating display for preservation."
heart,"Heart Mountain has been referred to as a ""War Relocation Center,"" ""relocation camp,"" ""relocation center,"" ""internment camp,"" ""incarceration camp,"" and ""concentration camp,"" and the controversy over which term is the most accurate and appropriate continues to the present day."
balls,"Until the 2006–07 season, it had provided balls for both Europe-wide competitions organized by Euroleague Basketball, the EuroLeague and ULEB Cup (now the EuroCup)."
balls,During medieval times balls were normally made from an outer shell of leather filled with cork shavings.
balls,"Outdoor balls are commonly made from rubber to cope with rougher conditions, and they need to be filled with more air to retain a suitable level of air pressure in colder weather."
balls,"While competing in the 2011 NBA Sprite Slam Dunk Contest, McGee jumped with two balls in his possession and dunked each prior to receiving and slamming an alley-oop pass from then teammate John Wall."
balls,Since 1970 Adidas have supplied official match balls for every tournament.
balls,Some premium-grade 32-panel balls use non-regular polygons to give a closer approximation to sphericality.
balls,"As a response to the problems with the balls in the 1962 FIFA World Cup,[clarification needed] Adidas created the Adidas Santiago[23] – this led to Adidas winning the contract to supply the match balls for all official FIFA and UEFA matches, which they have held since the 1970s, and also for the Olympic Games."
balls,Basketballs usually range in size from very small promotional items that are only a few inches (some centimeters) in diameter to extra large balls nearly 2 feet (60 cm) in diameter used in training exercises.
balls,"In the NCAA, once the first possession has been established from the opening tip, no further jump balls occur except to begin an overtime period."
balls,"There are a number of different types of football balls depending on the match and turf including training footballs, match footballs, professional match footballs, beach footballs, street footballs, indoor footballs, turf balls, futsal footballs and mini/skills footballs."
balls,"For many years, leather was the material of choice for basketball coverings, however, in the late 1990s, synthetic composite materials were put forth and have rapidly gained acceptance in most leagues, although the NBA's game balls still use real leather (outside of a brief experiment with a microfiber composite ball in 2006 that was not well received)."
balls,"In the past the ball was made up of leather panels sewn together, with a latex bladder for pressurisation but modern balls at all levels of the game are now synthetic."
balls,"Balls are generally designated for indoor (generally made of leather or absorbent composites), or all-surface use (generally made of rubber or durable composites, also known as indoor/outdoor balls)."
balls,"Additional, more stringent standards are specified by FIFA and subordinate governing bodies for the balls used in the competitions they sanction."
balls,"The 32-panel ball design was soon overcome by 24-panel balls as well as 42-panel balls, both of which improved performance compared to before, in 2007."
balls,"Ties are allowed to stand in most forms of cricket, but should a winner be necessary (such as in tournament settings), the most commonly used tiebreaking method is the Super Over, which is a limited extra session of the game wherein each team plays an additional six balls (together known as an over) to determine the winner."
balls,"Many different designs of balls exist, varying both in appearance and physical characteristics."
balls,"This quickly proved tedious, so Naismith removed the bottom of the basket to allow the balls to be poked out with a long dowel after each scored basket."
balls,The earliest balls were made by local suppliers where the game was played.
balls,"These round balls from ""association football"" were made, at the time, with a set of laces to close off the hole needed for inserting the inflatable bladder after the other sewn-together segments of the ball's cover had been flipped outside-in."
balls,Indoor balls tend to be more expensive than all-surface balls due to the cost of materials.
balls,"The first balls made specifically for basketball were brown, and it was only in the late 1950s that Tony Hinkle, searching for a ball that would be more visible to players and spectators alike, introduced the orange ball that is now in common use."
balls,"In addition, brand new all-leather indoor balls must be ""broken in"" first to achieve optimal grip before use in competition."
balls,"Rebounds are credited after any missed shot, including air balls which totally misses the basket and board."
balls,"The football itself is an oval ball, similar to the balls used in rugby or Australian rules football."
balls,"The peach baskets were closed, and balls had to be retrieved manually, until a small hole was put in the bottom of the peach basket to poke the ball out using a stick."
balls,The team that did not get first possession in the game gets first possession in overtime (as jump balls are not used in 3x3).
balls,The following lists the most up-to-date balls used in various club football competitions (as of 2022–23 season): Adidas Finale Istanbul (UCL) Adidas Finale Eindhoven (UWCL) Nike Flight[32] The association football symbol (U+26BD ⚽ SOCCER BALL) was introduced by computing standard Unicode.
balls,"To prevent water absorption balls may be specially coated, or the stitches bonded with glue."
balls,"In early FIFA World Cups, match balls were mostly provided by the hosts from local suppliers."
balls,Most balls of this time had tanned leather with eighteen sections stitched together.
kansas,The following are people associated with Kansas basketball in some way that are in the Hall of Fame for a reason not already mentioned.
kansas,"In 2008, ESPN ranked Kansas second on a list of the most prestigious programs of the modern college basketball era."
kansas,"In 1907, Kansas hired one of Naismith's players, Dr. Forrest C. ""Phog"" Allen as head coach."
kansas,"In 1937, James Naismith and local leaders, including George Goldman and Emil Liston, staged the first National College Basketball Tournament at Municipal Auditorium in Kansas City, Missouri, of which Goldman was director, one year before the first National Invitation Tournament and two years before the first NCAA tournament."
kansas,"After moving to the United States, he wrote the original basketball rule book and founded the University of Kansas basketball program."
kansas,"In 1909, Naismith's duties at Kansas were redefined as a professorship; he served as the de facto athletic director at Kansas for much of the early 20th century."
kansas,Kansas withdrew from the Big 12 tournament after a player tested positive for COVID-19.
kansas,Included are the years they played basketball at Kansas and what they are notable for.
kansas,"Politician Bob Dole, who played basketball at Kansas in the 1941–42 season and played football at the school as well, received the award from Bill Clinton in 1997."
kansas,"Kansas currently has the longest streak of consecutive NCAA tournament appearances of all-time (32),[6] the longest current streak of consecutive NCAA winning seasons (39), the most winning seasons in Division I history (104), the most non-losing seasons (.500 or better) in NCAA history (106), the most conference championships in Division I history (63), the most consecutive regular-season conference titles in Division I (14), the most First-Team All-Americans in Division I history (24), and the most First-Team All-American selections in Division I history (31)."
kansas,"Clyde Lovellette of Kansas was named the tournament's Most Outstanding Player, and is still the only player to lead the nation in scoring and lead his team to a national title in the same year."
kansas,Naismith became professor emeritus at Kansas when he retired in 1937 at the age of 76.
kansas,"When the California tiebreaker was finally phased out, it was replaced by the Kansas tiebreaker."
kansas,Indianapolis argued that it was in fact more central than Kansas City in that two-thirds of the members are east of the Mississippi River.
kansas,"Kansas won 69 consecutive games at the Fieldhouse between February 3, 2007 and January 17, 2011 until Texas ended the longest streak in NCAA Division I since 1992 with a 74–63 win against Kansas on January 22, 2011."
kansas,Allen also has the most wins in Kansas basketball history with 590.
kansas,"Chamberlain played college ball for the Kansas Jayhawks, leading them to the 1957 title game against the North Carolina Tar Heels."
kansas,Kansas leads the all-time series 12–3.
kansas,Thanks in part to the effort of Phog Allen[4][5]—a Kansas Jayhawks collegiate coach—the first Olympic basketball tournament was organized in the 1936 Berlin Olympics on outdoor tennis courts.
kansas,Every head coach at Kansas since the inception of the NCAA Tournament has led the program to the Final Four.
kansas,Naismith mentored McLendon from his arrival at Kansas through degree completion and beyond.)
kansas,"In 1930, the university hired Adolph Rupp, who had played as a reserve for the University of Kansas 1922 and 1923 Helms National Championship teams,[15] under coach Forest C. ""Phog"" Allen."
kansas,"Rupp was inducted into the Naismith Memorial Basketball Hall of Fame, College Basketball Hall of Fame, Kentucky Athletic Hall of Fame, Kansas Athletic Hall of Fame, University of Kentucky Athletic Hall of Fame, and Helms Athletic Foundation Hall of Fame."
kansas,"Three different Division I basketball arenas have been named after former Kansas players, the Dean Smith Center named after Dean Smith at North Carolina, Rupp Arena named after Adolph Rupp at Kentucky, and the Jayhawks’ own arena Allen Fieldhouse named after Phog Allen."
kansas,"The event began in 1937 with the inaugural tournament at Municipal Auditorium in Kansas City, Missouri."
kansas,Blue Ribbon and the USA Today/ESPN coaches polls both placed Kansas at #7 in the pre-season poll.
kansas,"The largest Kansas win was 45 points, 90–45, on March 10, 1955."
kansas,Kansas won its first seven games before losing in Kansas City to Washington and at home to Arizona State.
kansas,The original Kansas System had each team start on the 10-yard line.
kansas,"In his 39 seasons at the helm of the Kansas Jayhawks men's basketball program, his teams won 24 conference championships[2] and three national titles."
kansas,"Kansas is considered one of the most prestigious college basketball programs in the country with six overall national championships (4 NCAA Tournament championships and 2 Helms national championships), as well being runner-up six times and having the most conference titles in the nation."
kansas,"After being considered the top team but falling short in both of the previous two seasons, Kansas lost six of their top 8 scorers for the 2011–12 season."
kansas,"But the Jayhawks' season ended on March 27 when Michigan State came from behind in the final minute to defeat Kansas 67–62, ending their year at 27–8."
kansas,"The 2015 game had the most future Jayhawks playing in the game with four, however, two players transferred to Kansas and one transferred out of Kansas."
kansas,"Allen served as the head football coach at Warrensburg Teachers College from 1912 to 1917 and at Kansas for one season in 1920, amassing a career college football record of 34–19–3."
kansas,"But Kansas rallied to win a 14th straight Big 12 title, breaking UCLA's record."
kansas,Thanks in part to the effort of Phog Allen[46][47]—a Kansas Jayhawks collegiate coach—the first Olympic basketball tournament was organized in the 1936 Berlin Olympics on outdoor tennis courts.
kansas,"Allen Fieldhouse was dedicated on March 1, 1955 when the Jayhawks defeated in-state rival, Kansas State 77–67."
kansas,"Kansas has had four head coaches inducted into the Naismith Hall of Fame, more than any other program in the nation."
kansas,There are multiple former Kansas players that have been enshrined in the National Collegiate Basketball Hall of Fame.
kansas,"During Brown's tenure, Kansas had five NCAA Tournament appearances, which included two second round appearances, one Sweet 16 appearance, two trips to the Final Four and the national championship."
kansas,"Under Naismith, the team played only one current Big 12 school: Kansas State (once)."
kansas,"Since 2002 the NAIA National Tournament has been played in Municipal Auditorium in Kansas City, Missouri."
kansas,Kansas won nine regular-season conference championships over Williams' last 13 years.
kansas,"The University of Kansas constructed an $18 million building named the Debruce Center, which houses the rules and opened in March 2016."
kansas,Only four times in program history has Kansas failed to win a single game in the tournament and only twice since the tournament expanded to 64 teams in 1985.
kansas,"Kansas would lose a total of three home games during the season, the most for any Bill Self-coached Kansas team, and the most since losing three home games in the 1998–99 season."
kansas,"A back injury to Joel Embiid, however, left the Jayhawks vulnerable on their interior defense, and they fizzled out at season's end with four losses in their final seven games, including a loss to Iowa State in the Big 12 Tournament quarterfinals in Kansas City and an NCAA Tournament Round of 32 loss to Stanford to end the year."
kansas,"Kansas leads in Lawrence 93-35, in Manhattan 81-48, and on neutral courts 29-11."
kansas,"On March 30, 2008, Self led Kansas to a win in an Elite Eight game over upstart Davidson College."
kansas,"Naismith himself later coached at the University of Kansas for six years, before handing the reins to renowned coach Forrest ""Phog"" Allen."
kansas,"The NAIA, whose headquarters is in Kansas City, Missouri,[5] sponsors 27 national championships."
kansas,The Helms Athletic Foundation retroactively recognized Allen's 1921–22 and 1922–23 Kansas teams as national champions.
kansas,"The Jayhawks' 55-game homecourt winning streak in Allen Fieldhouse was snapped with a loss to rival Kansas State, and they would also lose two more home games to Duke and Oklahoma."
kansas,Naismith was the first coach in the history of Kansas Jayhawks men's basketball.
kansas,"Fern Cliffe House Northwood Hall (main entrance) 40°46′16″N 80°19′16″W﻿ / ﻿40.771°N 80.321°W﻿ / 40.771; -80.321Coordinates: 40°46′16″N 80°19′16″W﻿ / ﻿40.771°N 80.321°W﻿ / 40.771; -80.321
The Kansas Jayhawks men's basketball program is the intercollegiate men's basketball program of the University of Kansas."
kansas,"The modern era of the NCAA began in July 1955 when its executive director, Kansas City, Missouri native Walter Byers, moved the organization's headquarters from the LaSalle Hotel in Chicago (where its offices were shared by the headquarters of the Big Ten Conference) to the Fairfax Building in Downtown Kansas City."
kansas,"On March 22, 2009, Kansas defeated Dayton, advancing to their 3rd consecutive Sweet 16 appearance."
kansas,"Phog Allen, Dick Harp, Ted Owens, Larry Brown, Roy Williams, and Bill Self have all led Kansas to NCAA Final Four appearances."
kansas,"The University of Kansas men's basketball program officially began following Naismith's arrival in 1898, seven years after Naismith drafted the sport's first official rules."
kansas,"While a coach at Kansas, Naismith coached Phog Allen, who later became the coach at Kansas for 39 seasons, beginning a lengthy and prestigious coaching tree."
